Route_ID,Route_Name,Action_Taken,New_Route_ID,Route_KM,OSRM_Duration_S,Cycle_Time_Min,Sharp_Turns,Junction_Penalty_Min,Fleet_Required,Total_Minibuses_Existing,Headway_Min,Population_Served,HV_POI_Count,Residential_Score,Commercial_Score,Composite_Demand_Score,Old_Wait_Time,New_Wait_Time,Overlap_Metric,Geo_Source,Fleet_Imputed,View_Map
R0001,AIRPORT RANIBAGH LALYAL ↔ JEWEL AKHNOOR ROAD,RETAINED_AS_FEEDER,FDR-297,53.184,3540.6,141.5,5,2.5,10,8.0,15,154010,3,2895.8,56.41,2952.21,18,15,0.0434,OSRM,True,"<a href=""route_maps/FDR-297.html"">View Map</a>"
R0002,AMBHALLA ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-108,17.405,964.6,46.2,8,4.0,4,40.0,15,119444,9,6862.63,517.09,7379.72,5,15,0.1493,OSRM,False,"<a href=""route_maps/FDR-108.html"">View Map</a>"
R0004,AMBPHALA ↔ BADORI SMAILPUR,RETAINED_AS_FEEDER,FDR-126,27.89,1854.0,81.4,9,4.5,6,4.0,15,181256,15,6498.96,510.94,7009.9,21,15,0.1625,OSRM,True,"<a href=""route_maps/FDR-126.html"">View Map</a>"
R0007,AMBPHALLA ↔ MUTHI CAMP PHASE II,RETAINED_AS_FEEDER,FDR-016,8.644,506.0,25.1,5,2.5,2,2.0,15,80779,9,9345.09,1041.18,10386.27,13,15,0.2138,OSRM,True,"<a href=""route_maps/FDR-016.html"">View Map</a>"
R0008,AMBPHALLA ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-136,10.086,995.3,48.5,9,4.5,4,2.0,15,64345,5,6379.64,347.02,6726.66,25,15,0.083,OSRM,True,"<a href=""route_maps/FDR-136.html"">View Map</a>"
R0009,AMBPHALLA ↔ BIRPUR,RETAINED_AS_FEEDER,FDR-129,16.656,1208.7,53.2,6,3.0,4,3.0,15,102222,15,6137.25,765.49,6902.74,18,15,0.0883,OSRM,True,"<a href=""route_maps/FDR-129.html"">View Map</a>"
R0010,AMBPHALLA ↔ RAYA SUCHAINI,RETAINED_AS_FEEDER,FDR-112,24.982,1488.7,59.4,2,1.0,4,4.0,15,167674,18,6711.79,660.48,7372.27,15,15,0.1506,OSRM,True,"<a href=""route_maps/FDR-112.html"">View Map</a>"
R0011,AMBPHALLA ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-034,7.63,540.4,26.5,5,2.5,2,2.0,15,62884,12,8241.68,1277.85,9519.53,14,15,0.1685,OSRM,True,"<a href=""route_maps/FDR-034.html"">View Map</a>"
R0013,AMBPHALLA ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-106,8.21,724.9,41.6,12,6.0,3,25.0,15,57360,5,6986.6,426.31,7412.91,5,15,0.098,OSRM,False,"<a href=""route_maps/FDR-106.html"">View Map</a>"
R0014,AMBPHALLA ↔ BADHAI KARWAL,RETAINED_AS_FEEDER,FDR-279,18.673,1440.3,57.5,2,1.0,4,3.0,15,62314,9,3337.12,441.81,3778.93,20,15,0.1329,OSRM,True,"<a href=""route_maps/FDR-279.html"">View Map</a>"
R0015,AMBPHALLA ↔ PATTI,RETAINED_AS_FEEDER,FDR-259,29.331,1483.0,61.4,4,2.0,5,5.0,15,117607,15,4009.65,460.26,4469.91,13,15,0.1034,OSRM,False,"<a href=""route_maps/FDR-259.html"">View Map</a>"
R0017,AMPHALA ↔ TRIKUTA NAGAR G  KALISH,UPGRADED_TO_TRUNK,TRK-005,6.583,454.6,25.5,7,3.5,6,1.0,5,63218,12,9603.22,1708.95,11312.17,26,5,0.2502,OSRM,True,"<a href=""route_maps/TRK-005.html"">View Map</a>"
R0019,AMPHALLA ↔ BADHORI,RETAINED_AS_FEEDER,FDR-211,37.142,2189.3,87.4,3,1.5,6,25.0,15,191294,17,5150.34,417.32,5567.66,5,15,0.1043,OSRM,False,"<a href=""route_maps/FDR-211.html"">View Map</a>"
R0022,AMPHALLA ↔ KHIYARIAN CAMP,RETAINED_AS_FEEDER,FDR-058,9.65,788.5,33.7,3,1.5,3,2.0,15,76023,8,7878.03,829.02,8707.05,17,15,0.1134,OSRM,True,"<a href=""route_maps/FDR-058.html"">View Map</a>"
R0023,AMPHALLA ↔ SARORE,RETAINED_AS_FEEDER,FDR-084,20.409,1402.0,60.6,6,3.0,5,3.0,15,151896,17,7442.6,759.47,8202.07,21,15,0.1761,OSRM,True,"<a href=""route_maps/FDR-084.html"">View Map</a>"
R0024,AMPHALLA ↔ MANDIA MANKA KHOUR,RETAINED_AS_FEEDER,FDR-260,23.074,1826.6,81.5,10,5.0,6,10.0,15,92126,11,3992.63,444.22,4436.85,9,15,0.1342,OSRM,False,"<a href=""route_maps/FDR-260.html"">View Map</a>"
R0025,AMPHALLA ↔ KHERIAN,RETAINED_AS_FEEDER,FDR-070,20.677,1254.5,52.7,4,2.0,4,3.0,15,158858,18,7682.84,797.99,8480.83,18,15,0.1748,OSRM,True,"<a href=""route_maps/FDR-070.html"">View Map</a>"
R0027,AMPHALLA ↔ MUTHI CAMP PHASE 2ND,RETAINED_AS_FEEDER,FDR-017,8.644,506.0,25.1,5,2.5,2,2.0,15,80779,9,9345.09,1041.18,10386.27,13,15,0.2138,OSRM,True,"<a href=""route_maps/FDR-017.html"">View Map</a>"
R0028,AMPHALLA ↔ KHERI REHAL,RETAINED_AS_FEEDER,FDR-242,25.812,2001.3,85.9,8,4.0,6,18.0,15,112695,14,4365.99,484.27,4850.26,5,15,0.1081,OSRM,False,"<a href=""route_maps/FDR-242.html"">View Map</a>"
R0029,AMPHALLA ↔ KATTAL BATAL,MERGED_INTO_TRUNK,TRK-002,14.938,1197.4,52.8,6,3.0,11,5.0,5,34791,3,2329.03,150.62,2479.65,11,5,0.0341,OSRM,False,"<a href=""route_maps/TRK-002.html"">View Map</a>"
R0030,AMPHALLA ↔ KHERI REHAL,RETAINED_AS_FEEDER,FDR-243,25.812,2001.3,85.9,8,4.0,6,4.0,15,112695,14,4365.99,484.27,4850.26,22,15,0.1081,OSRM,True,"<a href=""route_maps/FDR-243.html"">View Map</a>"
R0031,AMPHALLA ↔ GANGYAL,RETAINED_AS_FEEDER,FDR-254,20.506,1661.5,79.8,14,7.0,6,14.0,15,89565,5,4367.75,207.26,4575.01,6,15,0.1079,OSRM,False,"<a href=""route_maps/FDR-254.html"">View Map</a>"
R0035,AMPHALLA ↔ TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-014,6.143,412.2,17.0,1,0.5,2,1.0,15,57801,8,9409.25,1302.3,10711.55,17,15,0.1762,OSRM,True,"<a href=""route_maps/FDR-014.html"">View Map</a>"
R0037,AMPHALLA ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-109,17.405,964.6,46.2,8,4.0,4,3.0,15,119444,9,6862.63,517.09,7379.72,16,15,0.1493,OSRM,True,"<a href=""route_maps/FDR-109.html"">View Map</a>"
R0038,AMPHALLA ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-159,30.604,2511.5,113.5,15,7.5,8,70.0,15,176560,17,5769.18,506.47,6275.65,5,15,0.1465,OSRM,False,"<a href=""route_maps/FDR-159.html"">View Map</a>"
R0042,AMPHALLA ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-248,28.125,1638.2,73.1,9,4.5,5,8.0,15,117289,15,4170.28,480.0,4650.28,10,15,0.1496,OSRM,False,"<a href=""route_maps/FDR-248.html"">View Map</a>"
R0048,AMPHALLA ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,FDR-218,21.514,1604.5,76.5,13,6.5,6,3.0,15,104656,12,4864.55,522.92,5387.47,26,15,0.1415,OSRM,True,"<a href=""route_maps/FDR-218.html"">View Map</a>"
R0049,AMPHALLA ↔ SAMILPUR,RETAINED_AS_FEEDER,FDR-067,19.986,1215.6,51.2,4,2.0,4,3.0,15,155906,17,7800.76,775.54,8576.3,18,15,0.1896,OSRM,True,"<a href=""route_maps/FDR-067.html"">View Map</a>"
R0050,AMPHALLA ↔ BARUIE KARWAL,RETAINED_AS_FEEDER,FDR-281,18.91,1503.1,62.2,4,2.0,5,3.0,15,62659,9,3313.54,436.28,3749.82,21,15,0.1245,OSRM,True,"<a href=""route_maps/FDR-281.html"">View Map</a>"
R0053,AMPHALLA ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-012,8.276,664.3,39.3,12,6.0,3,2.0,15,76855,15,9286.49,1540.6,10827.09,20,15,0.2243,OSRM,True,"<a href=""route_maps/FDR-012.html"">View Map</a>"
R0054,AMPHALLA ↔ GANGYAL,RETAINED_AS_FEEDER,FDR-238,19.585,1429.3,66.3,10,5.0,5,3.0,15,87531,10,4469.29,472.3,4941.59,23,15,0.1723,OSRM,True,"<a href=""route_maps/FDR-238.html"">View Map</a>"
R0057,AMPHALLA ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-155,30.367,2448.7,108.8,13,6.5,8,5.0,15,176591,17,5815.23,510.42,6325.65,22,15,0.1528,OSRM,True,"<a href=""route_maps/FDR-155.html"">View Map</a>"
R0059,AMPHALLA ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-107,8.21,724.9,41.6,12,6.0,3,2.0,15,57360,5,6986.6,426.31,7412.91,21,15,0.098,OSRM,True,"<a href=""route_maps/FDR-107.html"">View Map</a>"
R0060,AMPHALLA ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-163,20.903,1227.6,54.0,6,3.0,4,3.0,15,116620,15,5579.1,645.84,6224.94,18,15,0.1512,OSRM,True,"<a href=""route_maps/FDR-163.html"">View Map</a>"
R0066,AMPHALLA ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,FDR-216,21.276,1541.7,71.7,11,5.5,5,3.0,15,104198,12,4897.44,528.76,5426.2,24,15,0.1493,OSRM,True,"<a href=""route_maps/FDR-216.html"">View Map</a>"
R0067,AMPHALLA ↔ BARUIE KARWAL,RETAINED_AS_FEEDER,FDR-280,18.673,1440.3,57.5,2,1.0,4,3.0,15,62314,9,3337.12,441.81,3778.93,20,15,0.1329,OSRM,True,"<a href=""route_maps/FDR-280.html"">View Map</a>"
R0068,AMPHALLA ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-164,12.838,1278.9,64.0,13,6.5,5,2.0,15,76378,5,5949.37,272.63,6222.0,32,15,0.0666,OSRM,True,"<a href=""route_maps/FDR-164.html"">View Map</a>"
R0069,AMPHALLA ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-013,8.19,622.3,33.1,8,4.0,3,2.0,15,76568,14,9348.96,1434.68,10783.64,17,15,0.2292,OSRM,True,"<a href=""route_maps/FDR-013.html"">View Map</a>"
R0071,AMPHALLA ↔ BOHRI,RETAINED_AS_FEEDER,FDR-010,5.651,444.4,21.6,4,2.0,2,1.0,15,55285,7,9783.22,1238.72,11021.94,22,15,0.1826,OSRM,True,"<a href=""route_maps/FDR-010.html"">View Map</a>"
R0073,AMPHALLA ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-051,6.775,468.6,21.4,3,1.5,2,1.0,15,57675,5,8512.92,516.61,9029.53,22,15,0.1013,OSRM,True,"<a href=""route_maps/FDR-051.html"">View Map</a>"
R0074,AMPHALLA ↔ CHANNI HIMMAT,RETAINED_AS_FEEDER,FDR-115,10.764,823.1,47.7,14,7.0,4,2.0,15,74483,6,6919.64,418.06,7337.7,24,15,0.0865,OSRM,True,"<a href=""route_maps/FDR-115.html"">View Map</a>"
R0075,AMPHALLA ↔ CHOWADI BIRPUR,RETAINED_AS_FEEDER,FDR-175,17.236,1393.2,68.4,13,6.5,5,3.0,15,97628,8,5664.19,377.12,6041.31,23,15,0.0556,OSRM,True,"<a href=""route_maps/FDR-175.html"">View Map</a>"
R0077,AMPHALLA ↔ CHOWADI BIRPUR,RETAINED_AS_FEEDER,FDR-144,15.801,1136.9,48.2,4,2.0,4,3.0,15,97007,8,6139.29,411.37,6550.66,17,15,0.0552,OSRM,True,"<a href=""route_maps/FDR-144.html"">View Map</a>"
R0078,AMPHALLA ↔ BADYAL DEHRIAN,RETAINED_AS_FEEDER,FDR-299,59.315,3448.4,136.8,4,2.0,10,15.0,15,162661,11,2742.32,185.45,2927.77,10,15,0.0456,OSRM,False,"<a href=""route_maps/FDR-299.html"">View Map</a>"
R0080,AMPHALLA ↔ KALYANPUR,RETAINED_AS_FEEDER,FDR-146,21.225,1271.7,55.6,6,3.0,4,20.0,15,128645,9,6061.01,424.03,6485.04,5,15,0.1265,OSRM,False,"<a href=""route_maps/FDR-146.html"">View Map</a>"
R0082,AMPHALLA ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-110,17.405,964.6,46.2,8,4.0,4,3.0,15,119444,9,6862.63,517.09,7379.72,16,15,0.1493,OSRM,True,"<a href=""route_maps/FDR-110.html"">View Map</a>"
R0083,AMPHALLA ↔ REHAL SAIDGARH BARI BRAHMANA SARORE,RETAINED_AS_FEEDER,FDR-049,18.326,1313.4,57.2,6,3.0,4,3.0,15,150206,17,8196.33,845.79,9042.12,20,15,0.2046,OSRM,True,"<a href=""route_maps/FDR-049.html"">View Map</a>"
R0086,AMPHALLA ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-315,47.32,4388.8,192.4,21,10.5,13,15.0,15,99554,8,2103.85,169.06,2272.91,13,15,0.0782,OSRM,False,"<a href=""route_maps/FDR-315.html"">View Map</a>"
R0087,AMPHALLA ↔ BADHORI,RETAINED_AS_FEEDER,FDR-212,37.142,2189.3,87.4,3,1.5,6,5.0,15,191294,17,5150.34,417.32,5567.66,18,15,0.1043,OSRM,True,"<a href=""route_maps/FDR-212.html"">View Map</a>"
R0088,AMPHALLA ↔ KANA CHAK,RETAINED_AS_FEEDER,FDR-172,22.88,1428.2,62.8,7,3.5,5,20.0,15,131257,9,5736.76,393.36,6130.12,5,15,0.1185,OSRM,False,"<a href=""route_maps/FDR-172.html"">View Map</a>"
R0089,AMPHALLA ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-105,12.257,1094.4,48.9,6,3.0,4,2.0,15,81248,12,6628.7,795.46,7424.16,25,15,0.1108,OSRM,True,"<a href=""route_maps/FDR-105.html"">View Map</a>"
R0091,AMPHALLA ↔ KANACHAK LALYAL,RETAINED_AS_FEEDER,FDR-186,24.585,1539.8,63.6,4,2.0,5,10.0,15,132673,9,5396.5,366.08,5762.58,7,15,0.1099,OSRM,False,"<a href=""route_maps/FDR-186.html"">View Map</a>"
R0092,AMPHALLA ↔ GAJANSOO KARLOOP,RETAINED_AS_FEEDER,FDR-193,16.436,1205.5,53.1,6,3.0,4,5.0,15,85736,8,5216.35,486.74,5703.09,11,15,0.0849,OSRM,False,"<a href=""route_maps/FDR-193.html"">View Map</a>"
R0094,AMPHALLA ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-141,18.234,1468.2,64.3,7,3.5,5,3.0,15,107644,14,5903.48,685.53,6589.01,22,15,0.1515,OSRM,True,"<a href=""route_maps/FDR-141.html"">View Map</a>"
R0095,AMPHALLA ↔ KOTLI BISHNAH,RETAINED_AS_FEEDER,FDR-270,35.913,2463.5,107.1,11,5.5,8,5.0,15,130739,15,3640.44,375.91,4016.35,22,15,0.0903,OSRM,True,"<a href=""route_maps/FDR-270.html"">View Map</a>"
R0097,AMPHALLA ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-145,14.611,1230.8,52.9,5,2.5,4,2.0,15,87392,8,5981.25,547.53,6528.78,27,15,0.1015,OSRM,True,"<a href=""route_maps/FDR-145.html"">View Map</a>"
R0100,AMPHALLA ↔ KARWAL,RETAINED_AS_FEEDER,FDR-277,56.619,4437.2,193.1,20,10.0,13,8.0,15,203147,15,3587.97,251.68,3839.65,25,15,0.1156,OSRM,True,"<a href=""route_maps/FDR-277.html"">View Map</a>"
R0103,AMPHALLA ↔ BANTALAB BAJWAN,RETAINED_AS_FEEDER,FDR-045,6.689,435.3,22.4,5,2.5,2,1.0,15,55144,6,8243.98,897.0,9140.98,23,15,0.1823,OSRM,True,"<a href=""route_maps/FDR-045.html"">View Map</a>"
R0105,AMPHALLA ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-354,38.126,2695.6,107.9,4,2.0,8,15.0,15,32469,3,851.62,59.01,910.63,8,15,0.0333,OSRM,False,"<a href=""route_maps/FDR-354.html"">View Map</a>"
R0106,AMPHALLA ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-158,11.914,1301.2,66.0,14,7.0,5,2.0,15,71330,5,5987.07,293.77,6280.84,33,15,0.0647,OSRM,True,"<a href=""route_maps/FDR-158.html"">View Map</a>"
R0109,AMPHALLA ↔ PATTI,RETAINED_AS_FEEDER,FDR-290,32.897,1889.8,83.9,10,5.0,6,5.0,15,103523,12,3146.88,341.98,3488.86,17,15,0.0988,OSRM,False,"<a href=""route_maps/FDR-290.html"">View Map</a>"
R0110,AMPHALLA ↔ RAJPURA SUA NO 1,RETAINED_AS_FEEDER,FDR-029,3.428,269.3,16.1,5,2.5,2,1.0,15,25837,8,7537.05,2114.94,9651.99,17,15,0.2066,OSRM,True,"<a href=""route_maps/FDR-029.html"">View Map</a>"
R0112,AMPHALLA ↔ KERAN,RETAINED_AS_FEEDER,FDR-096,15.61,1249.8,58.3,9,4.5,4,5.0,15,112810,9,7226.78,576.55,7803.33,12,15,0.1315,OSRM,False,"<a href=""route_maps/FDR-096.html"">View Map</a>"
R0113,AMPHALLA ↔ KIRPIND,RETAINED_AS_FEEDER,FDR-229,21.842,1610.6,74.4,11,5.5,5,382.0,15,101713,12,4656.76,515.06,5171.82,5,15,0.1387,OSRM,False,"<a href=""route_maps/FDR-229.html"">View Map</a>"
R0117,AMPHALLA ↔ KHARIAN,RETAINED_AS_FEEDER,FDR-087,13.082,971.0,46.4,8,4.0,4,2.0,15,95229,13,7279.39,879.07,8158.46,24,15,0.1914,OSRM,True,"<a href=""route_maps/FDR-087.html"">View Map</a>"
R0119,AMPHALLA ↔ MAKWAL CAMP MANDAL PHALLIAN,RETAINED_AS_FEEDER,FDR-327,57.178,3780.9,156.4,10,5.0,11,8.0,15,93667,11,1638.17,179.26,1817.43,20,15,0.0739,OSRM,True,"<a href=""route_maps/FDR-327.html"">View Map</a>"
R0127,AMPHALLA ↔ BHATHINDI,RETAINED_AS_FEEDER,FDR-139,10.29,1017.0,50.5,10,5.0,4,2.0,15,64728,5,6290.38,340.14,6630.52,26,15,0.0773,OSRM,True,"<a href=""route_maps/FDR-139.html"">View Map</a>"
R0128,AMPHALLA ↔ MARALIAN,RETAINED_AS_FEEDER,FDR-237,27.393,2188.4,100.0,14,7.0,7,4.0,15,122477,15,4471.11,492.83,4963.94,25,15,0.1155,OSRM,True,"<a href=""route_maps/FDR-237.html"">View Map</a>"
R0129,AMPHALLA ↔ LALYAL,RETAINED_AS_FEEDER,FDR-269,16.665,1581.9,68.7,7,3.5,5,1.0,15,58775,9,3526.85,495.05,4021.9,69,15,0.1381,OSRM,False,"<a href=""route_maps/FDR-269.html"">View Map</a>"
R0131,AMPHALLA ↔ GOLE GUJRAL KHARIAN,RETAINED_AS_FEEDER,FDR-015,6.294,524.9,28.2,7,3.5,2,1.0,15,58558,8,9303.78,1271.05,10574.83,29,15,0.1543,OSRM,True,"<a href=""route_maps/FDR-015.html"">View Map</a>"
R0132,AMPHALLA ↔ MARALIAN MAMKA KHOUR,RETAINED_AS_FEEDER,FDR-261,23.074,1826.6,81.5,10,5.0,6,4.0,15,92126,11,3992.63,444.22,4436.85,21,15,0.1342,OSRM,True,"<a href=""route_maps/FDR-261.html"">View Map</a>"
R0133,BABA TALAB ↔ MARH,UPGRADED_TO_TRUNK,TRK-001,11.761,957.5,43.6,6,3.0,9,2.0,5,37888,0,3221.49,0.0,3221.49,22,5,0.0275,OSRM,True,"<a href=""route_maps/TRK-001.html"">View Map</a>"
R0134,BABA TALAB ↔ MARH GAJANSOO,RETAINED_AS_FEEDER,FDR-001,7.029,576.6,27.9,5,2.5,2,1.0,15,63794,2,9075.83,284.54,9360.37,28,15,0.0465,OSRM,True,"<a href=""route_maps/FDR-001.html"">View Map</a>"
R0137,BAHU FORT ↔ KUNJWANI,RETAINED_AS_FEEDER,FDR-102,11.332,833.2,43.4,10,5.0,3,2.0,15,81325,4,7176.58,352.98,7529.56,22,15,0.0574,OSRM,True,"<a href=""route_maps/FDR-102.html"">View Map</a>"
R0139,BAHU FORT ↔ BANTALAB OLD MOHALLA,RETAINED_AS_FEEDER,FDR-071,11.899,780.9,32.2,2,1.0,3,2.0,15,91818,11,7716.45,735.36,8451.81,17,15,0.1794,OSRM,True,"<a href=""route_maps/FDR-071.html"">View Map</a>"
R0140,BAHU FORT ↔ RAIPUR,RETAINED_AS_FEEDER,FDR-316,54.768,3710.1,153.7,10,5.0,11,8.0,15,112350,8,2051.38,118.68,2170.06,20,15,0.0659,OSRM,True,"<a href=""route_maps/FDR-316.html"">View Map</a>"
R0141,BAHU FORT ↔ JANIPUR COLONY,RETAINED_AS_FEEDER,FDR-085,9.509,729.2,34.9,6,3.0,3,25.0,15,71074,9,7474.39,709.85,8184.24,5,15,0.2096,OSRM,False,"<a href=""route_maps/FDR-085.html"">View Map</a>"
R0145,BAHU FORT ↔ KUNWANI,RETAINED_AS_FEEDER,FDR-103,11.332,833.2,43.4,10,5.0,3,2.0,15,81325,4,7176.58,352.98,7529.56,22,15,0.0574,OSRM,True,"<a href=""route_maps/FDR-103.html"">View Map</a>"
R0150,BAHU FORT ↔ GHAROTA,RETAINED_AS_FEEDER,FDR-227,30.294,1872.2,77.5,5,2.5,6,5.0,15,150783,10,4977.32,255.83,5233.15,16,15,0.0963,OSRM,True,"<a href=""route_maps/FDR-227.html"">View Map</a>"
R0151,BAHU FORT ↔ BANTALAB OLD MOHALLA,RETAINED_AS_FEEDER,FDR-080,12.009,826.4,38.6,6,3.0,3,2.0,15,91307,11,7603.21,728.62,8331.83,20,15,0.1786,OSRM,True,"<a href=""route_maps/FDR-080.html"">View Map</a>"
R0152,BAHU FORT ↔ NAGROTA,RETAINED_AS_FEEDER,FDR-002,14.382,1018.3,45.9,6,3.0,4,2.0,15,66225,8,4604.71,347.66,4952.37,23,15,0.0777,OSRM,True,"<a href=""route_maps/FDR-002.html"">View Map</a>"
R0156,BAKSHI NAGAR ↔ DOUNGIAN,RETAINED_AS_FEEDER,FDR-161,12.504,1208.5,60.1,12,6.0,5,2.0,15,75131,5,6008.56,219.93,6228.49,31,15,0.0828,OSRM,True,"<a href=""route_maps/FDR-161.html"">View Map</a>"
R0157,BAKSHI NAGAR ↔ HIRA CHAK GADLA,RETAINED_AS_FEEDER,FDR-231,20.322,1173.3,53.0,7,3.5,4,3.0,15,102243,1,5031.15,49.21,5080.36,18,15,0.0771,OSRM,True,"<a href=""route_maps/FDR-231.html"">View Map</a>"
R0158,BAKSHI NAGAR ↔ DOUNGIAN,RETAINED_AS_FEEDER,FDR-162,12.504,1208.5,60.1,12,6.0,5,2.0,15,75131,5,6008.56,219.93,6228.49,31,15,0.0828,OSRM,True,"<a href=""route_maps/FDR-162.html"">View Map</a>"
R0163,BAKSHI NAGAR PULI ↔ BARNAI BANTALAB,RETAINED_AS_FEEDER,FDR-044,7.492,498.8,24.9,5,2.5,2,1.0,15,61663,7,8230.51,934.33,9164.84,25,15,0.1661,OSRM,True,"<a href=""route_maps/FDR-044.html"">View Map</a>"
R0166,BAKSHI NAGAR PULLI ↔ BARNAI,RETAINED_AS_FEEDER,FDR-095,11.504,847.2,40.5,7,3.5,3,2.0,15,83088,7,7222.53,608.48,7831.01,21,15,0.1239,OSRM,True,"<a href=""route_maps/FDR-095.html"">View Map</a>"
R0167,BAKSHI NAGAR PULLI ↔ GAJANSOO MARH,RETAINED_AS_FEEDER,FDR-009,3.283,316.4,16.7,4,2.0,2,1.0,15,35909,1,10937.86,304.6,11242.46,17,15,0.0735,OSRM,True,"<a href=""route_maps/FDR-009.html"">View Map</a>"
R0168,BAKSHI NAGAR PULLI ↔ GHO MANHASAN SAAGNI,RETAINED_AS_FEEDER,FDR-197,12.67,1179.2,52.1,6,3.0,4,2.0,15,71005,1,5604.18,78.93,5683.11,27,15,0.0593,OSRM,True,"<a href=""route_maps/FDR-197.html"">View Map</a>"
R0169,BAKSHI NAGAR PULLI ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-152,15.394,887.8,42.1,7,3.5,3,3.0,15,96617,1,6276.28,64.96,6341.24,15,15,0.0952,OSRM,True,"<a href=""route_maps/FDR-152.html"">View Map</a>"
R0177,BAKSHI NAGAR PULLI ↔ CHAK JAFFAR,RETAINED_AS_FEEDER,FDR-263,21.774,1303.1,62.6,11,5.5,5,3.0,15,88998,7,4087.35,321.48,4408.83,21,15,0.0649,OSRM,True,"<a href=""route_maps/FDR-263.html"">View Map</a>"
R0181,BAKSHI NAGAR PULLI JIC ↔ HALKA MARH,RETAINED_AS_FEEDER,FDR-306,52.706,3213.3,134.7,10,5.0,9,8.0,15,135321,1,2567.47,18.97,2586.44,17,15,0.0424,OSRM,True,"<a href=""route_maps/FDR-306.html"">View Map</a>"
