Route_ID,Route_Name,Action_Taken,New_Route_ID,Route_KM,OSRM_Duration_S,Cycle_Time_Min,Sharp_Turns,Junction_Penalty_Min,Fleet_Required,Total_Minibuses_Existing,Headway_Min,Population_Served,HV_POI_Count,Residential_Score,Commercial_Score,Composite_Demand_Score,Old_Wait_Time,New_Wait_Time,Overlap_Metric,Geo_Source,Fleet_Imputed,View_Map
R0592,OLD JANIPUR LAKKAR MANDI ↔ KARWAL MALKAY CHAK,RETAINED_AS_FEEDER,FDR-288,21.898,2410.2,98.1,5,2.5,7,3.0,15,70711,7,3229.11,285.41,3514.52,33,15,0.1155,OSRM,True,"<a href=""route_maps/FDR-288.html"">View Map</a>"
R0593,PAJJTHIRTHI ↔ NARI KHEPAR,RETAINED_AS_FEEDER,FDR-173,20.71,1396.5,59.3,5,2.5,4,3.0,15,119737,8,5781.6,313.86,6095.46,20,15,0.1001,OSRM,True,"<a href=""route_maps/FDR-173.html"">View Map</a>"
R0594,PAJJTHIRTHI ↔ NARI KHEPAR,RETAINED_AS_FEEDER,FDR-255,24.276,1803.3,81.8,11,5.5,6,4.0,15,105967,5,4365.09,175.07,4540.16,21,15,0.0941,OSRM,True,"<a href=""route_maps/FDR-255.html"">View Map</a>"
R0599,PALOURA ↔ SMAILPUR SAJADPUR MARH,RETAINED_AS_FEEDER,FDR-091,22.725,1459.1,66.3,9,4.5,5,4.0,15,171597,10,7551.02,374.04,7925.06,17,15,0.1225,OSRM,True,"<a href=""route_maps/FDR-091.html"">View Map</a>"
R0600,PALOURA ↔ CHATHA GURJAN BLOCK MARH,RETAINED_AS_FEEDER,FDR-063,10.103,690.0,35.6,8,4.0,3,2.0,15,84281,5,8342.18,346.43,8688.61,18,15,0.1192,OSRM,True,"<a href=""route_maps/FDR-063.html"">View Map</a>"
R0605,PALOURA ↔ CHIRI KANA CHAK,RETAINED_AS_FEEDER,FDR-256,17.32,1218.6,53.6,6,3.0,4,3.0,15,78063,0,4507.1,0.0,4507.1,18,15,0.0611,OSRM,True,"<a href=""route_maps/FDR-256.html"">View Map</a>"
R0608,PALOURA ↔ JASWAN,RETAINED_AS_FEEDER,FDR-295,15.761,1408.6,66.6,11,5.5,5,3.0,15,46818,1,2970.5,63.45,3033.95,23,15,0.0329,OSRM,True,"<a href=""route_maps/FDR-295.html"">View Map</a>"
R0610,PALOURA ↔ PARWAHA SAHZADPUR,RETAINED_AS_FEEDER,FDR-213,37.3,2414.0,100.6,7,3.5,7,5.0,15,198938,10,5333.46,227.88,5561.34,21,15,0.0753,OSRM,True,"<a href=""route_maps/FDR-213.html"">View Map</a>"
R0611,PALOURA ↔ SUNDWAN,RETAINED_AS_FEEDER,FDR-120,14.643,1285.4,56.2,6,3.0,4,2.0,15,102315,5,6987.3,187.8,7175.1,29,15,0.0763,OSRM,True,"<a href=""route_maps/FDR-120.html"">View Map</a>"
R0612,PALOURA ↔ HALKA MARH,RETAINED_AS_FEEDER,FDR-282,12.119,945.0,46.6,9,4.5,4,2.0,15,44394,1,3663.17,82.52,3745.69,24,15,0.0397,OSRM,True,"<a href=""route_maps/FDR-282.html"">View Map</a>"
R0614,PALOURA ↔ AKALPUR PATNYAL,RETAINED_AS_FEEDER,FDR-258,8.835,777.7,39.0,8,4.0,3,2.0,15,39530,0,4474.25,0.0,4474.25,20,15,0.0422,OSRM,True,"<a href=""route_maps/FDR-258.html"">View Map</a>"
R0615,PALOURA ↔ SAHZATPUR,RETAINED_AS_FEEDER,FDR-253,54.466,3694.4,158.9,15,7.5,11,8.0,15,241040,10,4425.51,156.06,4581.57,20,15,0.0703,OSRM,True,"<a href=""route_maps/FDR-253.html"">View Map</a>"
R0617,PALOURA TO ↔ RAIPUR SUNDWAN,RETAINED_AS_FEEDER,FDR-228,10.204,1074.5,50.4,8,4.0,4,2.0,15,52210,1,5116.62,98.0,5214.62,26,15,0.047,OSRM,True,"<a href=""route_maps/FDR-228.html"">View Map</a>"
R0619,PANJHIRTHI ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-039,7.193,543.9,31.2,9,4.5,3,1.0,15,63204,5,8786.88,590.85,9377.73,32,15,0.1188,OSRM,True,"<a href=""route_maps/FDR-039.html"">View Map</a>"
R0626,PANJTHIRTHI ↔ NH GREATER KAILASH,RETAINED_AS_FEEDER,FDR-048,13.167,768.5,31.8,2,1.0,3,2.0,15,115565,5,8776.87,265.82,9042.69,16,15,0.1718,OSRM,True,"<a href=""route_maps/FDR-048.html"">View Map</a>"
R0628,PANJTHIRTHI ↔ MUTHI BARNAI BANTALAB,RETAINED_AS_FEEDER,FDR-082,7.93,551.3,28.0,6,3.0,2,2.0,15,59778,6,7538.21,756.62,8294.83,14,15,0.1722,OSRM,True,"<a href=""route_maps/FDR-082.html"">View Map</a>"
R0629,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-022,4.997,365.0,16.3,2,1.0,2,1.0,15,42934,7,8591.96,1400.84,9992.8,17,15,0.2014,OSRM,True,"<a href=""route_maps/FDR-022.html"">View Map</a>"
R0630,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-023,4.997,365.0,16.3,2,1.0,2,1.0,15,42934,7,8591.96,1400.84,9992.8,17,15,0.2014,OSRM,True,"<a href=""route_maps/FDR-023.html"">View Map</a>"
R0635,PANJTHIRTHI ↔ TALABTILLO,RETAINED_AS_FEEDER,FDR-055,5.126,383.1,18.1,3,1.5,2,1.0,15,45124,0,8802.97,0.0,8802.97,19,15,0.1126,OSRM,True,"<a href=""route_maps/FDR-055.html"">View Map</a>"
R0644,PANJTHIRTHI ↔ JAGTI,RETAINED_AS_FEEDER,FDR-352,14.748,1262.3,63.3,13,6.5,5,2.0,15,16108,1,1092.22,16.95,1109.17,32,15,0.0353,OSRM,True,"<a href=""route_maps/FDR-352.html"">View Map</a>"
R0646,PANJTHIRTHI ↔ SATWARI GANGYAL,RETAINED_AS_FEEDER,FDR-134,8.018,652.3,28.5,3,1.5,2,2.0,15,53490,3,6671.24,93.54,6764.78,15,15,0.0708,OSRM,True,"<a href=""route_maps/FDR-134.html"">View Map</a>"
R0650,PANJTHIRTHI(CIRCULAR RD NAKA) ↔ RANGOORA,RETAINED_AS_FEEDER,FDR-272,9.719,577.2,25.6,3,1.5,2,2.0,15,37819,3,3891.24,77.17,3968.41,13,15,0.0566,OSRM,True,"<a href=""route_maps/FDR-272.html"">View Map</a>"
R0652,PANJTHIRTHI KOOPER ↔ BAJALTA,RETAINED_AS_FEEDER,FDR-330,10.309,683.0,30.8,4,2.0,3,2.0,15,18031,1,1749.05,24.25,1773.3,16,15,0.0372,OSRM,True,"<a href=""route_maps/FDR-330.html"">View Map</a>"
R0654,PANJTIRTHI ↔ GOLE GUJRAL,RETAINED_AS_FEEDER,FDR-030,7.146,584.8,28.2,5,2.5,2,1.0,15,61708,7,8635.32,979.57,9614.89,29,15,0.15,OSRM,True,"<a href=""route_maps/FDR-030.html"">View Map</a>"
R0656,PANJTIRTHI ↔ TALAB TILLO,RETAINED_AS_FEEDER,FDR-097,9.225,753.2,38.1,8,4.0,3,2.0,15,63636,8,6898.21,867.21,7765.42,20,15,0.1414,OSRM,True,"<a href=""route_maps/FDR-097.html"">View Map</a>"
R0663,PANJTIRTHI ↔ TALAB TILLO BOHRI GOLE PULLI,RETAINED_AS_FEEDER,FDR-040,4.516,403.6,20.1,4,2.0,2,1.0,15,41567,0,9204.38,0.0,9204.38,21,15,0.1097,OSRM,True,"<a href=""route_maps/FDR-040.html"">View Map</a>"
R0665,PANJTIRTHI ↔ GOLE PULLI TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-041,4.516,403.6,20.1,4,2.0,2,1.0,15,41567,0,9204.38,0.0,9204.38,21,15,0.1097,OSRM,True,"<a href=""route_maps/FDR-041.html"">View Map</a>"
R0669,PANJTIRTHI ↔ KUNJWANI TALAB,RETAINED_AS_FEEDER,FDR-132,20.375,1449.7,65.9,9,4.5,5,3.0,15,136263,3,6687.75,110.43,6798.18,22,15,0.1364,OSRM,True,"<a href=""route_maps/FDR-132.html"">View Map</a>"
R0671,PANJTIRTHI ↔ KHANA CHARGAL,RETAINED_AS_FEEDER,FDR-069,18.834,1160.7,47.9,3,1.5,4,3.0,15,152309,10,8086.92,451.31,8538.23,16,15,0.1515,OSRM,True,"<a href=""route_maps/FDR-069.html"">View Map</a>"
R0674,PANJTIRTHI ↔ CHHIBA BAMYAL,RETAINED_AS_FEEDER,FDR-356,25.933,2816.6,110.3,2,1.0,8,4.0,15,18731,1,722.28,9.64,731.92,28,15,0.0195,OSRM,True,"<a href=""route_maps/FDR-356.html"">View Map</a>"
R0679,PANJTIRTHI ↔ JAGTI CAMP,RETAINED_AS_FEEDER,FDR-318,16.445,1294.9,58.8,8,4.0,4,3.0,15,32272,2,1962.42,76.01,2038.43,20,15,0.0286,OSRM,True,"<a href=""route_maps/FDR-318.html"">View Map</a>"
R0682,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-053,18.094,1238.7,65.9,16,8.0,5,3.0,15,152868,9,8448.55,414.5,8863.05,22,15,0.1233,OSRM,True,"<a href=""route_maps/FDR-053.html"">View Map</a>"
R0683,PANJTIRTHI ↔ CHALNI,RETAINED_AS_FEEDER,FDR-350,17.776,1340.4,54.8,3,1.5,4,3.0,15,21659,1,1218.44,14.06,1232.5,19,15,0.0312,OSRM,True,"<a href=""route_maps/FDR-350.html"">View Map</a>"
R0688,PANJTIRTHI ↔ JAGTI CAMP,RETAINED_AS_FEEDER,FDR-346,11.91,903.8,39.2,4,2.0,3,2.0,15,15705,1,1318.64,20.99,1339.63,20,15,0.0375,OSRM,True,"<a href=""route_maps/FDR-346.html"">View Map</a>"
R0689,PANJTIRTHI ↔ TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-006,8.015,552.1,24.6,3,1.5,2,2.0,15,63332,6,7901.68,374.3,8275.98,13,15,0.0785,OSRM,True,"<a href=""route_maps/FDR-006.html"">View Map</a>"
R0690,PANJTIRTHI ↔ DIGIANA PULLI,RETAINED_AS_FEEDER,FDR-037,9.329,688.1,28.7,2,1.0,2,2.0,15,84472,6,9054.78,401.97,9456.75,15,15,0.1069,OSRM,True,"<a href=""route_maps/FDR-037.html"">View Map</a>"
R0692,PANJTIRTHI ↔ RAGHOORA,RETAINED_AS_FEEDER,FDR-273,9.719,577.2,25.6,3,1.5,2,2.0,15,37819,3,3891.24,77.17,3968.41,13,15,0.0566,OSRM,True,"<a href=""route_maps/FDR-273.html"">View Map</a>"
R0693,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-050,13.285,813.9,38.1,6,3.0,3,2.0,15,116510,5,8770.04,263.46,9033.5,20,15,0.1707,OSRM,True,"<a href=""route_maps/FDR-050.html"">View Map</a>"
R0695,PANJTIRTHI ↔ FAWARA CHOWK GREATER KAILASH,RETAINED_AS_FEEDER,FDR-089,14.771,1036.4,54.7,13,6.5,4,2.0,15,114901,7,7778.82,321.58,8100.4,28,15,0.0579,OSRM,True,"<a href=""route_maps/FDR-089.html"">View Map</a>"
R0697,PANJTIRTHI ↔ KUNJWANI TALAB,RETAINED_AS_FEEDER,FDR-133,20.375,1449.7,65.9,9,4.5,5,3.0,15,136263,3,6687.75,110.43,6798.18,22,15,0.1364,OSRM,True,"<a href=""route_maps/FDR-133.html"">View Map</a>"
R0698,PANJTIRTHI ↔ PATTA BOHRI,RETAINED_AS_FEEDER,FDR-019,7.102,542.3,26.5,5,2.5,2,1.0,15,64866,7,9133.48,985.64,10119.12,27,15,0.1629,OSRM,True,"<a href=""route_maps/FDR-019.html"">View Map</a>"
R0700,PANJTIRTHI ↔ CHANNI HIMMAT,RETAINED_AS_FEEDER,FDR-171,10.645,793.2,46.5,14,7.0,4,2.0,15,62582,5,5879.0,258.34,6137.34,24,15,0.0762,OSRM,True,"<a href=""route_maps/FDR-171.html"">View Map</a>"
R0702,PANJTIRTHI ↔ GOLE PULLI TALAB TILLO BOHRI,RETAINED_AS_FEEDER,FDR-024,4.997,365.0,16.3,2,1.0,2,1.0,15,42934,7,8591.96,1400.84,9992.8,17,15,0.2014,OSRM,True,"<a href=""route_maps/FDR-024.html"">View Map</a>"
R0707,PANJTIRTHI ↔ KHANNA CHARGAL DHOON,RETAINED_AS_FEEDER,FDR-341,15.126,1033.7,41.9,2,1.0,3,3.0,15,22040,1,1457.09,16.53,1473.62,14,15,0.0328,OSRM,True,"<a href=""route_maps/FDR-341.html"">View Map</a>"
R0711,PANJTIRTHI ↔ KANNA CHHARGAL,RETAINED_AS_FEEDER,FDR-342,15.126,1033.7,41.9,2,1.0,3,3.0,15,22040,1,1457.09,16.53,1473.62,14,15,0.0328,OSRM,True,"<a href=""route_maps/FDR-342.html"">View Map</a>"
R0714,PANJTRITHI ↔ JAGTI,RETAINED_AS_FEEDER,FDR-347,11.91,903.8,39.2,4,2.0,3,2.0,15,15705,1,1318.64,20.99,1339.63,20,15,0.0375,OSRM,True,"<a href=""route_maps/FDR-347.html"">View Map</a>"
R0717,PANJTRITHI ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-194,5.208,433.4,18.9,2,1.0,2,1.0,15,28939,3,5556.64,144.01,5700.65,19,15,0.0625,OSRM,True,"<a href=""route_maps/FDR-194.html"">View Map</a>"
R0719,PANJTRITHI ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-178,8.092,695.0,40.4,12,6.0,3,2.0,15,46169,4,5705.51,216.26,5921.77,21,15,0.0851,OSRM,True,"<a href=""route_maps/FDR-178.html"">View Map</a>"
R0720,PANJTRITHI ↔ BATHINDI,RETAINED_AS_FEEDER,FDR-047,8.535,599.4,28.7,5,2.5,2,2.0,15,68171,12,7987.23,1142.36,9129.59,15,15,0.161,OSRM,True,"<a href=""route_maps/FDR-047.html"">View Map</a>"
R0725,PANTIRATHI ↔ JAGTI MIGRANT CAMP,RETAINED_AS_FEEDER,FDR-332,13.495,1242.3,59.1,10,5.0,4,2.0,15,22759,1,1686.48,18.53,1705.01,30,15,0.0374,OSRM,True,"<a href=""route_maps/FDR-332.html"">View Map</a>"
R0727,PARADE ↔ PALOURA,RETAINED_AS_FEEDER,FDR-007,6.512,500.8,24.9,5,2.5,2,1.0,15,52397,5,8046.22,767.81,8814.03,25,15,0.115,OSRM,True,"<a href=""route_maps/FDR-007.html"">View Map</a>"
R0728,PATTA BOHRI ↔ LAHORI CHAK,RETAINED_AS_FEEDER,FDR-294,12.052,1205.8,48.5,2,1.0,4,2.0,15,38920,0,3229.34,0.0,3229.34,25,15,0.0422,OSRM,True,"<a href=""route_maps/FDR-294.html"">View Map</a>"
R0729,PATTA BOHRI ↔ GHO MANHASAN SANDWAN,RETAINED_AS_FEEDER,FDR-276,8.632,819.2,33.7,2,1.0,3,2.0,15,33164,0,3841.98,0.0,3841.98,17,15,0.0526,OSRM,True,"<a href=""route_maps/FDR-276.html"">View Map</a>"
R0731,POONCH COLONY BANTALAB ↔ SHASTRI NAGAR,RETAINED_AS_FEEDER,FDR-038,12.704,775.7,38.9,8,4.0,3,2.0,15,110194,12,8673.96,767.47,9441.43,20,15,0.2302,OSRM,True,"<a href=""route_maps/FDR-038.html"">View Map</a>"
R0732,PRADE GROUND ↔ TOPH SHERKHANIA,RETAINED_AS_FEEDER,FDR-021,4.682,316.7,15.6,3,1.5,2,1.0,15,42011,6,8972.87,1121.32,10094.19,16,15,0.1018,OSRM,True,"<a href=""route_maps/FDR-021.html"">View Map</a>"
R0733,PRADE GROUND ↔ TOPH SHERKHANIA,RETAINED_AS_FEEDER,FDR-020,4.681,316.7,15.6,3,1.5,2,1.0,15,42011,6,8974.79,1121.56,10096.35,16,15,0.1018,OSRM,True,"<a href=""route_maps/FDR-020.html"">View Map</a>"
R0734,RAIKA ↔ VIJAYPUR,RETAINED_AS_FEEDER,FDR-287,52.36,3512.5,145.0,9,4.5,10,7.0,15,175933,9,3360.06,171.89,3531.95,21,15,0.0285,OSRM,True,"<a href=""route_maps/FDR-287.html"">View Map</a>"
R0737,RAIPUR JAGGIR ↔ PALOURA,RETAINED_AS_FEEDER,FDR-225,8.226,774.4,33.1,3,1.5,3,2.0,15,43879,0,5334.18,0.0,5334.18,17,15,0.0484,OSRM,True,"<a href=""route_maps/FDR-225.html"">View Map</a>"
R0741,ROOP NAGAR ↔ CHATHA MILL,RETAINED_AS_FEEDER,FDR-131,19.716,1367.4,63.9,10,5.0,5,3.0,15,128119,8,6498.22,367.72,6865.94,22,15,0.1972,OSRM,True,"<a href=""route_maps/FDR-131.html"">View Map</a>"
R0742,ROOP NAGAR ↔ KANACHAK LALYAL,RETAINED_AS_FEEDER,FDR-177,28.905,1868.1,84.3,11,5.5,6,4.0,15,167258,7,5786.47,242.17,6028.64,22,15,0.1242,OSRM,True,"<a href=""route_maps/FDR-177.html"">View Map</a>"
R0743,ROOP NAGAR ↔ GREATER KAILASH FAWARA CHOWK,RETAINED_AS_FEEDER,FDR-042,18.846,1266.7,67.0,16,8.0,5,3.0,15,163011,11,8649.63,543.88,9193.51,23,15,0.1642,OSRM,True,"<a href=""route_maps/FDR-042.html"">View Map</a>"
R0744,ROOP NAGAR ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-094,26.726,2208.0,100.7,14,7.0,7,4.0,15,196788,15,7363.17,505.13,7868.3,26,15,0.1733,OSRM,True,"<a href=""route_maps/FDR-094.html"">View Map</a>"
R0746,ROOP NAGAR ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-104,21.546,1227.0,59.7,11,5.5,4,3.0,15,153948,7,7145.08,324.89,7469.97,20,15,0.1608,OSRM,True,"<a href=""route_maps/FDR-104.html"">View Map</a>"
R0748,ROOP NAGAR HOUSING COLONY ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,FDR-198,24.63,1768.2,82.7,13,6.5,6,4.0,15,130688,10,5306.05,375.56,5681.61,21,15,0.162,OSRM,True,"<a href=""route_maps/FDR-198.html"">View Map</a>"
R0750,SANGRAMPUR ↔ PANJTIRTHI,RETAINED_AS_FEEDER,FDR-116,12.983,1029.5,56.7,15,7.5,4,2.0,15,86997,8,6700.84,616.19,7317.03,29,15,0.1024,OSRM,True,"<a href=""route_maps/FDR-116.html"">View Map</a>"
R0751,SANIK SCHOOL ↔ NAGROTA BYE PASS,RETAINED_AS_FEEDER,FDR-008,8.914,600.6,28.8,5,2.5,2,2.0,15,73410,3,8235.36,252.41,8487.77,15,15,0.0933,OSRM,True,"<a href=""route_maps/FDR-008.html"">View Map</a>"
R0753,SATWARI ↔ HAKKAL,RETAINED_AS_FEEDER,FDR-264,2.424,261.5,11.2,1,0.5,1,1.0,15,10198,0,4207.1,0.0,4207.1,12,15,0.0647,OSRM,True,"<a href=""route_maps/FDR-264.html"">View Map</a>"
R0754,SATWARI ↔ RAMBAGH KULLIAN,RETAINED_AS_FEEDER,FDR-331,6.783,802.4,35.4,4,2.0,3,1.0,15,11886,0,1752.32,0.0,1752.32,36,15,0.0303,OSRM,True,"<a href=""route_maps/FDR-331.html"">View Map</a>"
R0755,SATWARI ↔ GANDU CHAK,RETAINED_AS_FEEDER,FDR-337,8.235,861.2,37.6,4,2.0,3,2.0,15,13739,0,1668.37,0.0,1668.37,19,15,0.0311,OSRM,True,"<a href=""route_maps/FDR-337.html"">View Map</a>"
R0756,SATWARI ↔ RAYA SUCHANI,RETAINED_AS_FEEDER,FDR-174,25.892,1541.7,61.4,2,1.0,5,4.0,15,147991,10,5715.7,328.29,6043.99,16,15,0.1153,OSRM,True,"<a href=""route_maps/FDR-174.html"">View Map</a>"
R0757,SATWARI ↔ RAIPUR KHARI,RETAINED_AS_FEEDER,FDR-317,5.364,658.2,25.2,0,0.0,2,1.0,15,11008,0,2052.2,0.0,2052.2,26,15,0.0344,OSRM,True,"<a href=""route_maps/FDR-317.html"">View Map</a>"
R0759,SATWARI ↔ CHANNI  THALWAL,RETAINED_AS_FEEDER,FDR-351,15.72,1869.0,82.0,9,4.5,6,3.0,15,18906,0,1202.67,0.0,1202.67,28,15,0.0216,OSRM,True,"<a href=""route_maps/FDR-351.html"">View Map</a>"
R0760,SATWARI ↔ PHALLA MANDAL,RETAINED_AS_FEEDER,FDR-335,7.323,903.6,39.2,4,2.0,3,1.0,15,12335,0,1684.42,0.0,1684.42,40,15,0.0289,OSRM,True,"<a href=""route_maps/FDR-335.html"">View Map</a>"
R0762,SATWARI ↔ LALYAL,RETAINED_AS_FEEDER,FDR-338,7.613,966.7,40.5,3,1.5,3,2.0,15,11853,0,1556.94,0.0,1556.94,21,15,0.0325,OSRM,True,"<a href=""route_maps/FDR-338.html"">View Map</a>"
R0763,SATWARI ↔ HAKKAL PEER BABA,RETAINED_AS_FEEDER,FDR-265,2.424,261.5,11.2,1,0.5,1,1.0,15,10198,0,4207.1,0.0,4207.1,12,15,0.0647,OSRM,True,"<a href=""route_maps/FDR-265.html"">View Map</a>"
R0764,SATWARI ↔ CHATHA FARM,RETAINED_AS_FEEDER,FDR-168,8.274,499.5,22.6,3,1.5,2,2.0,15,48753,4,5892.31,302.15,6194.46,12,15,0.1731,OSRM,True,"<a href=""route_maps/FDR-168.html"">View Map</a>"
R0766,SATWARI ↔ BHURA CHAK BANDARA CHAK,RETAINED_AS_FEEDER,FDR-328,7.549,710.8,28.4,1,0.5,2,2.0,15,13603,0,1801.96,0.0,1801.96,15,15,0.0356,OSRM,True,"<a href=""route_maps/FDR-328.html"">View Map</a>"
R0767,SATWARI ↔ CHANNI THALWAL,RETAINED_AS_FEEDER,FDR-224,14.931,1186.8,48.9,3,1.5,4,2.0,15,77726,2,5205.68,133.95,5339.63,25,15,0.0783,OSRM,True,"<a href=""route_maps/FDR-224.html"">View Map</a>"
R0768,SATWARI ↔ HAKKAL,RETAINED_AS_FEEDER,FDR-266,2.424,261.5,11.2,1,0.5,1,1.0,15,10198,0,4207.1,0.0,4207.1,12,15,0.0647,OSRM,True,"<a href=""route_maps/FDR-266.html"">View Map</a>"
R0769,SATWARI ↔ BADYAL,RETAINED_AS_FEEDER,FDR-291,52.581,3679.5,151.4,9,4.5,11,8.0,15,167615,6,3187.75,114.11,3301.86,19,15,0.0456,OSRM,True,"<a href=""route_maps/FDR-291.html"">View Map</a>"
R0773,SATWARI ↔ SAMPURAN PUR PHALAIN MANDAL ROAD,RETAINED_AS_FEEDER,FDR-319,5.466,549.4,22.2,1,0.5,2,1.0,15,11132,0,2036.59,0.0,2036.59,23,15,0.0416,OSRM,True,"<a href=""route_maps/FDR-319.html"">View Map</a>"
R0775,SATWARI ↔ SHER E KASHMIR UNIVERSITY,RETAINED_AS_FEEDER,FDR-195,14.695,947.7,43.2,6,3.0,3,2.0,15,80056,5,5447.84,238.18,5686.02,22,15,0.1517,OSRM,True,"<a href=""route_maps/FDR-195.html"">View Map</a>"
R0776,SATWARI ↔ KARWAL,RETAINED_AS_FEEDER,FDR-355,26.284,3266.0,128.6,3,1.5,9,4.0,15,20149,0,766.59,0.0,766.59,33,15,0.0181,OSRM,True,"<a href=""route_maps/FDR-355.html"">View Map</a>"
R0778,SATWARI ↔ HAKKAL,RETAINED_AS_FEEDER,FDR-223,16.653,1287.0,62.0,11,5.5,5,3.0,15,85577,5,5138.83,210.17,5349.0,21,15,0.1367,OSRM,True,"<a href=""route_maps/FDR-223.html"">View Map</a>"
R0779,SATWARI ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-348,47.508,3157.7,126.8,5,2.5,9,7.0,15,59843,2,1259.64,42.1,1301.74,19,15,0.0487,OSRM,True,"<a href=""route_maps/FDR-348.html"">View Map</a>"
R0781,SATWARI ↔ HAKKAL,RETAINED_AS_FEEDER,FDR-310,8.495,948.2,46.7,9,4.5,4,2.0,15,21212,0,2497.0,0.0,2497.0,24,15,0.0414,OSRM,True,"<a href=""route_maps/FDR-310.html"">View Map</a>"
R0783,SATWARI ↔ KARPALPUR,RETAINED_AS_FEEDER,FDR-340,8.683,1252.0,51.4,3,1.5,4,2.0,15,12879,0,1483.24,0.0,1483.24,26,15,0.0271,OSRM,True,"<a href=""route_maps/FDR-340.html"">View Map</a>"
R0784,SATWARI ↔ HAKHAL,RETAINED_AS_FEEDER,FDR-278,16.739,1106.0,48.1,5,2.5,4,3.0,15,61331,4,3663.96,149.35,3813.31,17,15,0.1226,OSRM,True,"<a href=""route_maps/FDR-278.html"">View Map</a>"
R0785,SATWARI ↔ MANDAL PHALIAN CHANNI,RETAINED_AS_FEEDER,FDR-210,30.385,1757.6,73.1,5,2.5,5,5.0,15,161798,9,5324.93,246.83,5571.76,15,15,0.1003,OSRM,True,"<a href=""route_maps/FDR-210.html"">View Map</a>"
R0786,SATWARI ↔ KHERI RAYAL,RETAINED_AS_FEEDER,FDR-221,26.886,2182.9,95.2,10,5.0,7,4.0,15,136785,9,5087.59,278.96,5366.55,24,15,0.1053,OSRM,True,"<a href=""route_maps/FDR-221.html"">View Map</a>"
R0789,SATWARI ↔ KIRPALPUR SARDARA CHAK,RETAINED_AS_FEEDER,FDR-311,4.279,425.2,16.3,0,0.0,2,1.0,15,10634,0,2485.16,0.0,2485.16,17,15,0.0459,OSRM,True,"<a href=""route_maps/FDR-311.html"">View Map</a>"
R0791,SATWARI (CANTONMENT BOARD GROUND ↔ SHER E KASHMIR UNIVERSITY,RETAINED_AS_FEEDER,FDR-191,13.738,903.8,42.7,7,3.5,3,2.0,15,75066,5,5464.11,254.77,5718.88,22,15,0.1514,OSRM,True,"<a href=""route_maps/FDR-191.html"">View Map</a>"
R0792,SATWARI TO ↔ REHAL,RETAINED_AS_FEEDER,FDR-307,19.898,1774.8,79.5,10,5.0,6,3.0,15,48190,2,2421.85,100.51,2522.36,27,15,0.0416,OSRM,True,"<a href=""route_maps/FDR-307.html"">View Map</a>"
R0794,VIKRAM CHOWK ↔ CAMP GOLE GUJRAL,MERGED_INTO_TRUNK,TRK-006,5.992,420.1,18.4,2,1.0,4,1.0,5,52037,3,8684.41,375.5,9059.91,19,5,0.1189,OSRM,True,"<a href=""route_maps/TRK-006.html"">View Map</a>"
